,rank,id,artist,song,year,query,searcher,clean_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
243,44,244,Usher,Scream,2012,Usher,Usher Scream,Usher,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,3.91155,4
244,45,245,Tyga,Rack City,2012,Tyga,Tyga Rack City,Tyga,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,3.3866666666666667,4
245,46,246,Jessie J,Domino,2012,Jessie J,Jessie J Domino,Jessie J,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,3.86155,4
246,47,247,Psy,Gangnam Style,2012,Psy,Psy Gangnam Style,PSY,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,3.6582166666666667,4
247,48,248,Pitbull featuring Chris Brown,International Love,2012,Pitbull featuring,Pitbull  International Love,Pitbull,0.669,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.045,3.788,4
247,48,248,Pitbull featuring Chris Brown,International Love,2012,Pitbull featuring,Pitbull  International Love,Chris Brown,0.669,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.045,3.788,4
248,49,249,Phillip Phillips,Home,2012,Phillip Phillips,Phillip Phillips Home,Phillip Phillips,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,3.502883333333333,4
249,50,250,David Guetta featuring Usher,Without You,2012,David Guetta,David Guetta Without You,David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,3.82e-06,0.157,0.402,127.885,3.4688833333333333,4
250,51,251,Gym Class Heroes featuring Neon Hitch,Ass Back Home,2012,Gym Class,Gym Class Ass Back Home,Gym Class Heroes,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,3.70355,4
250,51,251,Gym Class Heroes featuring Neon Hitch,Ass Back Home,2012,Gym Class,Gym Class Ass Back Home,Neon Hitch,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,3.70355,4
251,52,252,Hunter Hayes,Wanted,2012,Hunter Hayes,Hunter Hayes Wanted,Hunter Hayes,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,3.814,4
252,53,253,Luke Bryan,Drunk on You,2012,Luke Bryan,Luke Bryan Drunk on You,Luke Bryan,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,3.5591166666666667,4
253,54,254,2 Chainz featuring Drake,No Lie,2012,2 Chainz,2 Chainz No Lie,2 Chainz,0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108,3.963783333333333,4
253,54,254,2 Chainz featuring Drake,No Lie,2012,2 Chainz,2 Chainz No Lie,Drake,0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108,3.963783333333333,4
254,55,255,Cher Lloyd,Want U Back,2012,Cher Lloyd,Cher Lloyd Want U Back,Cher Lloyd,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,3.576216666666667,4
255,56,256,Chris Brown,Don't Wake Me Up,2012,Chris Brown,Chris Brown Don't Wake Me Up,Chris Brown,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,3.7051166666666666,4
256,57,257,Big Sean featuring Nicki Minaj,Dance (A$$),2012,Big Sean,Big Sean Dance (A$$),Big Sean,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,3.67155,4
256,57,257,Big Sean featuring Nicki Minaj,Dance (A$$),2012,Big Sean,Big Sean Dance (A$$),Nicki Minaj,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,3.67155,4
257,58,258,Eric Church,Springsteen,2012,Eric Church,Eric Church Springsteen,Eric Church,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4.389783333333333,4
258,59,259,Karmin,Brokenhearted,2012,Karmin,Karmin Brokenhearted,Karmin,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,3.7857833333333333,4
259,60,260,Gavin DeGraw,Not Over You,2012,Gavin DeGraw,Gavin DeGraw Not Over You,Gavin DeGraw,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,3.642,4
260,61,261,Gym Class Heroes featuring Adam Levine,Stereo Hearts,2012,Gym Class,Gym Class Stereo Hearts,Gym Class Heroes,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,3.516,4
260,61,261,Gym Class Heroes featuring Adam Levine,Stereo Hearts,2012,Gym Class,Gym Class Stereo Hearts,Adam Levine,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,3.516,4
261,62,262,Pitbull,Back in Time,2012,Pitbull,Pitbull Back in Time,Pitbull,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,3.462666666666667,4
262,63,263,J. Cole,Work Out,2012,J. Cole,J. Cole Work Out,J. Cole,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,3.922,4
263,64,264,Adele,Rumour Has It,2012,Adele,Adele Rumour Has It,Adele,0.618,0.753,7,-5.05,0,0.0451,0.637,0.0,0.0905,0.557,120.041,3.69045,4
264,65,265,Calvin Harris featuring Ne-Yo,Let's Go,2012,Calvin Harris,Calvin Harris Let's Go,Calvin Harris,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,3.88,4
264,65,265,Calvin Harris featuring Ne-Yo,Let's Go,2012,Calvin Harris,Calvin Harris Let's Go,Ne-Yo,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,3.88,4
265,66,266,Carrie Underwood,Good Girl,2012,Carrie Underwood,Carrie Underwood Good Girl,Carrie Underwood,0.617,0.839,0,-2.849,0,0.0655,0.0286,0.0,0.19,0.741,128.91,3.426,4
266,67,267,Little Big Town,Pontoon,2012,Little Big,Little Big Pontoon,Little Big Town,0.721,0.819,9,-5.715,1,0.0269,0.413,0.0,0.196,0.867,96.02,3.538666666666667,4
267,68,268,The Lumineers,Ho Hey,2012,The Lumineers,The Lumineers Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,2.7188833333333333,4
268,69,269,Coldplay,Paradise,2012,Coldplay,Coldplay Paradise,Coldplay,0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,4.645316666666667,4
269,70,270,Carrie Underwood,Blown Away,2012,Carrie Underwood,Carrie Underwood Blown Away,Carrie Underwood,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,4.0022166666666665,4
270,71,271,Adele,Rolling in the Deep,2012,Adele,Adele Rolling in the Deep,Adele,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,3.804883333333333,4
271,72,272,Usher,Climax,2012,Usher,Usher Climax,Usher,0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877,3.8817833333333334,4
272,73,273,Wiz Khalifa,"Work Hard, Play Hard",2012,Wiz Khalifa,"Wiz Khalifa Work Hard, Play Hard",Wiz Khalifa,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,3.65045,4
273,74,274,Ne-Yo,Let Me Love You (Until You Learn to Love Yourself),2012,Ne-Yo,Ne-Yo Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,4.193783333333333,4
274,75,275,Nicki Minaj,Pound the Alarm,2012,Nicki Minaj,Nicki Minaj Pound the Alarm,Nicki Minaj,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,3.4273333333333333,4
275,76,276,Kenny Chesney,Come Over,2012,Kenny Chesney,Kenny Chesney Come Over,Kenny Chesney,0.466,0.704,1,-7.169,1,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4.14045,4
276,77,277,Trey Songz,Heart Attack,2012,Trey Songz,Trey Songz Heart Attack,Trey Songz,0.608,0.863,11,-4.87,1,0.131,0.0593,0.0,0.228,0.476,150.029,3.8857833333333334,4
277,78,278,Kirko Bangz,Drank in My Cup,2012,Kirko Bangz,Kirko Bangz Drank in My Cup,Kirko Bangz,0.451,0.632,8,-7.98,0,0.297,0.0114,0.0,0.198,0.234,132.89,3.8693333333333335,4
278,79,279,Rihanna featuring Chris Brown,Birthday Cake,2012,Rihanna featuring,Rihanna  Birthday Cake,Rihanna,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,1.3033333333333332,4
279,80,280,B.o.B,So Good,2012,B.o.B,B.o.B So Good,B.o.B,0.66,0.9,7,-5.02,1,0.14,0.0403,0.0,0.219,0.591,85.51,3.5542166666666666,4
280,81,281,Train,50 Ways to Say Goodbye,2012,Train,Train 50 Ways to Say Goodbye,Train,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.13245,4
281,82,282,Toby Keith,Red Solo Cup,2012,Toby Keith,Toby Keith Red Solo Cup,Toby Keith,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,3.723116666666667,4
282,83,283,Selena Gomez & the Scene,Love You like a Love Song,2012,Selena Gomez,Selena Gomez Love You like a Love Song,Selena Gomez & The Scene,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,3.1408833333333335,4
283,84,284,Chris Brown,Turn Up the Music,2012,Chris Brown,Chris Brown Turn Up the Music,Chris Brown,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,3.79955,4
284,85,285,Kesha,Die Young,2012,Kesha,Kesha Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,3.532,4
285,86,286,T-Pain featuring Wiz Khalifa and Lily Allen,5 O'Clock,2012,T-Pain featuring,T-Pain  5 O'Clock,T-Pain,0.4,0.882,7,-1.958,0,0.334,0.168,0.0,0.124,0.385,167.114,4.692216666666667,4
285,86,286,T-Pain featuring Wiz Khalifa and Lily Allen,5 O'Clock,2012,T-Pain featuring,T-Pain  5 O'Clock,Lily Allen,0.4,0.882,7,-1.958,0,0.334,0.168,0.0,0.124,0.385,167.114,4.692216666666667,4
285,86,286,T-Pain featuring Wiz Khalifa and Lily Allen,5 O'Clock,2012,T-Pain featuring,T-Pain  5 O'Clock,Wiz Khalifa,0.4,0.882,7,-1.958,0,0.334,0.168,0.0,0.124,0.385,167.114,4.692216666666667,4
286,87,287,Christina Perri,A Thousand Years,2012,Christina Perri,Christina Perri A Thousand Years,Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,4.752,3
287,88,288,Jason Aldean,Take a Little Ride,2012,Jason Aldean,Jason Aldean Take a Little Ride,Jason Aldean,0.472,0.866,2,-3.771,1,0.0413,0.044,0.0,0.213,0.775,163.867,3.1268833333333332,4
288,89,289,Rihanna,You da One,2012,Rihanna,Rihanna You da One,Rihanna,0.702,0.715,5,-5.377,0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,3.33355,4
289,90,290,Havana Brown featuring Pitbull,We Run the Night,2012,Havana Brown,Havana Brown We Run the Night,Havana Brown,0.697,0.861,9,-4.389,0,0.144,0.00482,1.83e-06,0.41,0.703,127.023,3.8033333333333332,4
289,90,290,Havana Brown featuring Pitbull,We Run the Night,2012,Havana Brown,Havana Brown We Run the Night,Pitbull,0.697,0.861,9,-4.389,0,0.144,0.00482,1.83e-06,0.41,0.703,127.023,3.8033333333333332,4
290,91,291,Imagine Dragons,It's Time,2012,Imagine Dragons,Imagine Dragons It's Time,Imagine Dragons,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,3.96645,4
291,92,292,Cash Out,Cashin' Out,2012,Cash Out,Cash Out Cashin' Out,Ca$h Out,0.831,0.665,1,-3.627,0,0.0711,0.149,0.0,0.0636,0.663,129.989,3.9793333333333334,4
292,93,293,Luke Bryan,I Don't Want This Night to End,2012,Luke Bryan,Luke Bryan I Don't Want This Night to End,Luke Bryan,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,3.6662166666666667,4
293,94,294,Rihanna,Diamonds,2012,Rihanna,Rihanna Diamonds,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,3.75245,4
294,95,295,Lee Brice,Hard to Love,2012,Lee Brice,Lee Brice Hard to Love,Lee Brice,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,3.7382166666666667,4
295,96,296,Kip Moore,Somethin' 'Bout a Truck,2012,Kip Moore,Kip Moore Somethin' 'Bout a Truck,Kip Moore,0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01,3.5637833333333333,4
296,97,297,Miguel,Adorn,2012,Miguel,Miguel Adorn,Miguel,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,3.219116666666667,4
297,98,298,Jason Aldean,Fly Over States,2012,Jason Aldean,Jason Aldean Fly Over States,Jason Aldean,0.487,0.736,7,-3.269,1,0.0326,0.069,0.0,0.114,0.184,81.587,3.6366666666666667,4
298,99,299,Eli Young Band,Even If It Breaks Your Heart,2012,Eli Young,Eli Young Even If It Breaks Your Heart,Eli Young Band,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,3.675333333333333,4
299,100,300,Linkin Park,Burn It Down,2012,Linkin Park,Linkin Park Burn It Down,Linkin Park,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,3.83755,4
300,1,301,Macklemore & Ryan Lewis featuring Wanz,Thrift Shop,2013,Macklemore &,Macklemore & Thrift Shop,Macklemore & Ryan Lewis,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,3.9268833333333335,4
300,1,301,Macklemore & Ryan Lewis featuring Wanz,Thrift Shop,2013,Macklemore &,Macklemore & Thrift Shop,Wanz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,3.9268833333333335,4
301,2,302,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines,2013,Robin Thicke,Robin Thicke Blurred Lines,Robin Thicke,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4.397116666666666,4
301,2,302,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines,2013,Robin Thicke,Robin Thicke Blurred Lines,T.I.,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4.397116666666666,4
301,2,302,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines,2013,Robin Thicke,Robin Thicke Blurred Lines,Pharrell Williams,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4.397116666666666,4
302,3,303,Imagine Dragons,Radioactive,2013,Imagine Dragons,Imagine Dragons Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,3.11355,4
303,4,304,Baauer,Harlem Shake,2013,Baauer,Baauer Harlem Shake,Baauer,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,3.2777333333333334,4
304,5,305,Macklemore & Ryan Lewis featuring Ray Dalton,Can't Hold Us,2013,Macklemore &,Macklemore & Can't Hold Us,Macklemore & Ryan Lewis,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,4.305716666666667,4
305,6,306,Justin Timberlake,Mirrors,2013,Justin Timberlake,Justin Timberlake Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,8.069116666666666,4
306,7,307,Pink featuring Nate Ruess,Just Give Me a Reason,2013,Pink featuring,Pink  Just Give Me a Reason,P!nk,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4.04555,4
306,7,307,Pink featuring Nate Ruess,Just Give Me a Reason,2013,Pink featuring,Pink  Just Give Me a Reason,Nate Ruess,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4.04555,4
307,8,308,Bruno Mars,When I Was Your Man,2013,Bruno Mars,Bruno Mars When I Was Your Man,Bruno Mars,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,3.5637833333333333,4
308,9,309,Florida Georgia Line featuring Nelly,Cruise,2013,Florida Georgia,Florida Georgia Cruise,Florida Georgia Line,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,3.482666666666667,4
309,10,310,Katy Perry,Roar,2013,Katy Perry,Katy Perry Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,3.7257666666666664,4
310,11,311,Bruno Mars,Locked Out of Heaven,2013,Bruno Mars,Bruno Mars Locked Out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,3.8913,4
311,12,312,The Lumineers,Ho Hey,2013,The Lumineers,The Lumineers Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,2.7188833333333333,4
312,13,313,Rihanna featuring Mikky Ekko,Stay,2013,Rihanna featuring,Rihanna  Stay,Rihanna,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.011783333333334,4
312,13,313,Rihanna featuring Mikky Ekko,Stay,2013,Rihanna featuring,Rihanna  Stay,Mikky Ekko,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.011783333333334,4
313,14,314,Daft Punk featuring Pharrell Williams,Get Lucky,2013,Daft Punk,Daft Punk Get Lucky,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.140216666666666,4
313,14,314,Daft Punk featuring Pharrell Williams,Get Lucky,2013,Daft Punk,Daft Punk Get Lucky,Pharrell Williams,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.140216666666666,4
313,14,314,Daft Punk featuring Pharrell Williams,Get Lucky,2013,Daft Punk,Daft Punk Get Lucky,Nile Rodgers,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.140216666666666,4
314,15,315,Lorde,Royals,2013,Lorde,Lorde Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,3.16975,4
315,16,316,Taylor Swift,I Knew You Were Trouble,2013,Taylor Swift,Taylor Swift I Knew You Were Trouble,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,3.6328833333333335,4
316,17,317,Miley Cyrus,We Can't Stop,2013,Miley Cyrus,Miley Cyrus We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,3.854,4
317,18,318,Miley Cyrus,Wrecking Ball,2013,Miley Cyrus,Miley Cyrus Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,3.6893333333333334,4
318,19,319,Avicii,Wake Me Up,2013,Avicii,Avicii Wake Me Up,Avicii,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4.123783333333333,4
319,20,320,Justin Timberlake featuring Jay-Z,Suit & Tie,2013,Justin Timberlake,Justin Timberlake Suit & Tie,Justin Timberlake,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,5.438,4
319,20,320,Justin Timberlake featuring Jay-Z,Suit & Tie,2013,Justin Timberlake,Justin Timberlake Suit & Tie,JAY-Z,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,5.438,4
320,21,321,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),2013,Anna Kendrick,Anna Kendrick Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,2.13355,4
321,22,322,Jay-Z featuring Justin Timberlake,Holy Grail,2013,Jay-Z featuring,Jay-Z  Holy Grail,JAY-Z,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,5.640216666666666,4
321,22,322,Jay-Z featuring Justin Timberlake,Holy Grail,2013,Jay-Z featuring,Jay-Z  Holy Grail,Justin Timberlake,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,5.640216666666666,4
322,23,323,will.i.am featuring Britney Spears,Scream & Shout,2013,will.i.am featuring,will.i.am  Scream & Shout,will.i.am,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4.723333333333334,4
322,23,323,will.i.am featuring Britney Spears,Scream & Shout,2013,will.i.am featuring,will.i.am  Scream & Shout,Britney Spears,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4.723333333333334,4
323,24,324,Zedd featuring Foxes,Clarity,2013,Zedd featuring,Zedd  Clarity,Zedd,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4.523783333333333,4
323,24,324,Zedd featuring Foxes,Clarity,2013,Zedd featuring,Zedd  Clarity,Foxes,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4.523783333333333,4
324,25,325,Awolnation,Sail,2013,Awolnation,Awolnation Sail,AWOLNATION,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,4.318366666666667,4
325,26,326,Swedish House Mafia featuring John Martin,Don't You Worry Child,2013,Swedish House,Swedish House Don't You Worry Child,Swedish House Mafia,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,3.5477,4
325,26,326,Swedish House Mafia featuring John Martin,Don't You Worry Child,2013,Swedish House,Swedish House Don't You Worry Child,John Martin,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,3.5477,4
326,27,327,Rihanna,Diamonds,2013,Rihanna,Rihanna Diamonds,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,3.75245,4
327,28,328,Icona Pop featuring Charli XCX,I Love It,2013,Icona Pop,Icona Pop I Love It,Icona Pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,2.6192166666666665,4
327,28,328,Icona Pop featuring Charli XCX,I Love It,2013,Icona Pop,Icona Pop I Love It,Charli XCX,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,2.6192166666666665,4
328,29,329,Capital Cities,Safe and Sound,2013,Capital Cities,Capital Cities Safe and Sound,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,3.2131666666666665,5
329,30,330,Bruno Mars,Treasure,2013,Bruno Mars,Bruno Mars Treasure,Bruno Mars,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,2.976,4
330,31,331,Ariana Grande featuring Mac Miller,The Way,2013,Ariana Grande,Ariana Grande The Way,Ariana Grande,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,3.7837833333333335,4
330,31,331,Ariana Grande featuring Mac Miller,The Way,2013,Ariana Grande,Ariana Grande The Way,Mac Miller,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,3.7837833333333335,4
331,32,332,Drake,Started from the Bottom,2013,Drake,Drake Started from the Bottom,Drake,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,2.9022166666666664,4
332,33,333,Selena Gomez,Come & Get It,2013,Selena Gomez,Selena Gomez Come & Get It,Selena Gomez,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,3.86645,4
333,34,334,Drake featuring Majid Jordan,"Hold On, We're Going Home",2013,Drake featuring,"Drake  Hold On, We're Going Home",Drake,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,3.798,4
333,34,334,Drake featuring Majid Jordan,"Hold On, We're Going Home",2013,Drake featuring,"Drake  Hold On, We're Going Home",Majid Jordan,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,3.798,4
334,35,335,Maroon 5,Daylight,2013,Maroon 5,Maroon 5 Daylight,Maroon 5,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,3.755116666666667,4
335,36,336,Pitbull featuring Christina Aguilera,Feel This Moment,2013,Pitbull featuring,Pitbull  Feel This Moment,Pitbull,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,3.8251166666666667,4
335,36,336,Pitbull featuring Christina Aguilera,Feel This Moment,2013,Pitbull featuring,Pitbull  Feel This Moment,Christina Aguilera,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,3.8251166666666667,4
336,37,337,Lady Gaga,Applause,2013,Lady Gaga,Lady Gaga Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,3.538883333333333,4
337,38,338,Maroon 5,One More Night,2013,Maroon 5,Maroon 5 One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,3.657783333333333,4
338,39,339,Lil Wayne featuring Drake and Future,Love Me,2013,Lil Wayne,Lil Wayne Love Me,Lil Wayne,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,4.224,4
338,39,339,Lil Wayne featuring Drake and Future,Love Me,2013,Lil Wayne,Lil Wayne Love Me,Drake,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,4.224,4
338,39,339,Lil Wayne featuring Drake and Future,Love Me,2013,Lil Wayne,Lil Wayne Love Me,Future,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,4.224,4
339,40,340,Fall Out Boy,My Songs Know What You Did in the Dark (Light Em Up),2013,Fall Out,Fall Out My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,3.113783333333333,4
340,41,341,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",Fuckin' Problems,2013,ASAP Rocky,ASAP Rocky Fuckin' Problems,A$AP Rocky,0.852,0.693,1,-6.87,1,0.274,0.024,0.0,0.11,0.66,95.967,3.89645,4
340,41,341,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",Fuckin' Problems,2013,ASAP Rocky,ASAP Rocky Fuckin' Problems,Drake,0.852,0.693,1,-6.87,1,0.274,0.024,0.0,0.11,0.66,95.967,3.89645,4
340,41,341,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",Fuckin' Problems,2013,ASAP Rocky,ASAP Rocky Fuckin' Problems,2 Chainz,0.852,0.693,1,-6.87,1,0.274,0.024,0.0,0.11,0.66,95.967,3.89645,4
